Activity_ID,date,date_iso,label,team_name,athlete_id,athlete_name,activity_name,period_id,period_name,content_type,start_time,end_time,field_time,total_duration,total_distance,meterage_per_minute,total_player_load,peak_player_load,player_load_per_minute,max_vel,max_effort_deceleration,deceleration_per_minute,velocity_band1_total_distance,velocity_band2_total_distance,velocity_band3_total_distance,velocity_band4_total_distance,velocity_band5_total_distance,acceleration_band1_total_effort_count,acceleration_band2_total_effort_count,acceleration_band3_total_effort_count,acceleration_band4_total_effort_count,acceleration_band5_total_effort_count,acceleration_band1_total_distance,acceleration_band2_total_distance,acceleration_band3_total_distance,acceleration_band4_total_distance,acceleration_band5_total_distance,deceleration_band1_total_effort_count,deceleration_band2_total_effort_count,deceleration_band3_total_effort_count,deceleration_band4_total_effort_count,deceleration_band5_total_effort_count,deceleration_band1_total_distance,deceleration_band2_total_distance,deceleration_band3_total_distance,deceleration_band4_total_distance,deceleration_band5_total_distance,metabolic_power_band1_total_distance,metabolic_power_band2_total_distance,metabolic_power_band3_total_distance,metabolic_power_band4_total_distance,metabolic_power_band5_total_distance
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,fc2486f8-7e33-5f3e-abd8-e4c94c90d416,Albert-Mboyo Sambi Lokonga,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1440.41,80.85,164.94,6.91,9.26,27.4,-5.587,1.01,548.3,603.38,195.79,29.09,63.85,4,7,1,2,3,3.2,8.4,1.6,4.0,7.2,4,0,9,3,2,2.8,0.0,13.5,5.7,4.6,794.22,556.63,77.91,0.87,10.78
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,55b9d027-e3db-51ee-8cd4-17064f8ba15f,Alexander Rössing-Lelesiit,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1242.76,69.75,122.78,6.91,6.89,27.0,-5.587,1.066,473.06,520.59,168.92,25.1,55.09,5,3,4,2,3,4.0,3.6,6.4,4.0,7.2,3,1,5,9,1,2.1,1.1,7.5,17.1,2.3,464.97,530.74,100.63,46.92,99.5
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,8e6dd9d6-6a86-5dc0-b865-7b4fcc1a163b,Bakery Jatta,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1211.7,68.01,116.72,6.91,6.55,26.94,-5.587,0.898,461.24,507.58,164.7,24.47,53.71,1,4,7,0,1,0.8,4.8,11.2,0.0,2.4,2,3,6,4,1,1.4,3.3,9.0,7.6,2.3,374.38,662.02,114.21,15.21,45.88
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,1b93371d-65bb-538f-95b6-5487d58fa88b,Daniel Elfadli,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1244.58,69.86,123.14,6.91,6.91,27.01,-5.587,1.179,473.76,521.35,169.17,25.13,55.17,3,6,3,0,5,2.4,7.2,4.8,0.0,12.0,5,9,2,4,1,3.5,9.9,3.0,7.6,2.3,500.97,428.28,286.63,1.6,27.09
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,ac324a11-03a0-545a-b72d-dd1fafda2231,Daniel Heuer Fernandes,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1141.24,64.06,106.9,6.91,6.0,26.8,-5.587,1.066,434.42,478.06,155.12,23.05,50.59,9,2,1,4,2,7.2,2.4,1.6,8.0,4.8,2,5,4,3,5,1.4,5.5,6.0,5.7,11.5,409.56,536.0,161.13,31.48,3.07
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,cf2dfcfd-a650-5e79-a319-d89d6914d89a,Emir Sahiti,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1428.62,80.19,162.25,6.91,9.11,27.38,-5.587,1.684,543.81,598.45,194.19,28.85,63.32,1,3,6,4,1,0.8,3.6,9.6,8.0,2.4,8,5,6,9,2,5.6,5.5,9.0,17.1,4.6,793.97,471.51,57.51,52.13,53.51
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,8f6ccf12-fd6b-5c26-8ff2-04965141ea7e,Fabio Amado Uri Baldé,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1386.64,77.83,152.85,6.91,8.58,27.3,-5.587,0.842,527.83,580.86,188.48,28.0,61.46,3,6,1,4,1,2.4,7.2,1.6,8.0,2.4,4,1,6,3,1,2.8,1.1,9.0,5.7,2.3,590.23,574.78,193.95,2.7,24.98
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,2f3ec6e8-8ce7-5595-929b-163b72394d2f,Fábio Daniel Ferreira Vieira,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1172.68,65.82,109.32,6.91,6.14,26.86,-5.587,1.123,446.39,491.23,159.4,23.68,51.98,1,8,4,0,2,0.8,9.6,6.4,0.0,4.8,1,3,1,14,1,0.7,3.3,1.5,26.6,2.3,493.83,531.59,115.63,12.09,19.54
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,a294c09f-5493-5391-8768-b73f08ffa947,Giorgi Gocholeishvili,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1209.98,67.91,116.38,6.91,6.53,26.94,-5.587,0.898,460.59,506.86,164.47,24.44,53.63,3,1,5,2,5,2.4,1.2,8.0,4.0,12.0,2,4,5,3,2,1.4,4.4,7.5,5.7,4.6,498.93,427.33,168.0,0.28,115.44
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,a267d7f4-5c76-5812-96f3-e725ae58cba0,Guilherme Magro Pires Ramos,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1185.81,66.56,111.78,6.91,6.27,26.89,-5.587,0.898,451.39,496.73,161.18,23.95,52.56,3,0,6,4,1,2.4,0.0,9.6,8.0,2.4,0,4,3,1,8,0.0,4.4,4.5,1.9,18.4,704.67,379.4,48.73,9.91,43.12
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,90e85a2d-6464-57dd-82b7-99b4704ffad6,Immanuël-Johannes Pherai,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1259.5,70.69,126.11,6.91,7.08,27.04,-5.587,0.842,479.44,527.6,171.2,25.44,55.83,2,4,2,2,3,1.6,4.8,3.2,4.0,7.2,6,3,2,2,2,4.2,3.3,3.0,3.8,4.6,386.19,590.87,236.97,10.55,34.92
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,d2862e37-fae2-564f-b8d2-d69488fde844,Jean-Luc Mamadou Diarra Dompé,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1225.37,68.78,119.36,6.91,6.7,26.97,-5.587,0.786,466.45,513.3,166.56,24.75,54.32,6,5,4,1,3,4.8,6.0,6.4,2.0,7.2,5,2,2,1,4,3.5,2.2,3.0,1.9,9.2,471.02,569.89,121.53,40.18,22.75
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,23779647-72ef-5733-871d-521f3174b515,Jonas Meffert,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1271.29,71.36,128.48,6.91,7.21,27.06,-5.587,1.291,483.93,532.54,172.8,25.67,56.35,1,8,2,7,2,0.8,9.6,3.2,14.0,4.8,4,7,8,2,2,2.8,7.7,12.0,3.8,4.6,372.36,654.01,158.16,4.36,82.4
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,1e9105f0-9d60-56d6-adc1-48e03b1e3905,Jordan Torunarigha,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1239.57,69.58,122.15,6.91,6.86,27.0,-5.587,1.066,471.85,519.25,168.49,25.03,54.94,2,3,3,2,3,1.6,3.6,4.8,4.0,7.2,6,7,1,5,0,4.2,7.7,1.5,9.5,0.0,444.43,579.11,124.25,7.45,84.33
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,b001e085-3aa8-55be-a560-112941f505b9,Luka Vušković,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1327.08,74.49,140.0,6.91,7.86,27.17,-5.587,0.842,505.16,555.91,180.39,26.8,58.82,4,2,4,1,4,3.2,2.4,6.4,2.0,9.6,3,7,2,1,2,2.1,7.7,3.0,1.9,4.6,656.83,334.88,290.86,31.21,13.3
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,c6244b04-da0b-5427-bd9c-c1a850306312,Miro Max Maria Muheim,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1388.79,77.95,153.33,6.91,8.61,27.3,-5.587,1.179,528.65,581.76,188.77,28.05,61.56,0,5,1,1,2,0.0,6.0,1.6,2.0,4.8,3,3,8,2,5,2.1,3.3,12.0,3.8,11.5,431.74,644.13,209.94,40.66,62.32
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,550d2238-be79-5f47-b2dc-bf596b4b6d63,Nicolai Remberg,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690638.79,1755691707.76,1068.97,1068.97,1333.21,74.83,141.3,6.91,7.93,27.19,-5.587,0.954,507.49,558.48,181.22,26.92,59.1,2,1,2,2,1,1.6,1.2,3.2,4.0,2.4,8,5,2,1,1,5.6,5.5,3.0,1.9,2.3,359.9,634.41,233.36,91.85,13.69
