Activity_ID,date,date_iso,label,team_name,athlete_id,athlete_name,activity_name,period_id,period_name,content_type,start_time,end_time,field_time,total_duration,total_distance,meterage_per_minute,total_player_load,peak_player_load,player_load_per_minute,max_vel,max_effort_deceleration,deceleration_per_minute,velocity_band1_total_distance,velocity_band2_total_distance,velocity_band3_total_distance,velocity_band4_total_distance,velocity_band5_total_distance,acceleration_band1_total_effort_count,acceleration_band2_total_effort_count,acceleration_band3_total_effort_count,acceleration_band4_total_effort_count,acceleration_band5_total_effort_count,acceleration_band1_total_distance,acceleration_band2_total_distance,acceleration_band3_total_distance,acceleration_band4_total_distance,acceleration_band5_total_distance,deceleration_band1_total_effort_count,deceleration_band2_total_effort_count,deceleration_band3_total_effort_count,deceleration_band4_total_effort_count,deceleration_band5_total_effort_count,deceleration_band1_total_distance,deceleration_band2_total_distance,deceleration_band3_total_distance,deceleration_band4_total_distance,deceleration_band5_total_distance,metabolic_power_band1_total_distance,metabolic_power_band2_total_distance,metabolic_power_band3_total_distance,metabolic_power_band4_total_distance,metabolic_power_band5_total_distance
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,95ae1904-86c3-52a5-8f2e-d53bbd32162a,Aboubaka Soumahoro,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690609.18,1755691734.55,1125.37,1125.37,1567.88,83.59,155.45,6.91,8.29,27.01,-5.587,0.853,596.83,656.78,213.12,31.66,69.5,2,3,5,3,0,1.6,3.6,8.0,6.0,0.0,2,7,2,5,0,1.4,7.7,3.0,9.5,0.0,606.39,639.45,258.15,36.31,27.58
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,fc2486f8-7e33-5f3e-abd8-e4c94c90d416,Albert-Mboyo Sambi Lokonga,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690609.18,1755691734.55,1125.37,1125.37,1810.8,96.54,207.35,6.91,11.05,27.4,-5.587,1.013,689.29,758.54,246.14,36.57,80.26,4,8,1,2,3,3.2,9.6,1.6,4.0,7.2,4,0,10,3,2,2.8,0.0,15.0,5.7,4.6,998.44,699.77,97.95,1.09,13.55
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,55b9d027-e3db-51ee-8cd4-17064f8ba15f,Alexander Rössing-Lelesiit,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690609.18,1755691734.55,1125.37,1125.37,1562.32,83.3,154.35,6.91,8.23,27.0,-5.587,1.066,594.71,654.45,212.36,31.55,69.25,5,4,4,2,3,4.0,4.8,6.4,4.0,7.2,3,1,5,10,1,2.1,1.1,7.5,19.0,2.3,584.53,667.21,126.5,58.99,125.09
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,8e6dd9d6-6a86-5dc0-b865-7b4fcc1a163b,Bakery Jatta,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690609.18,1755691734.55,1125.37,1125.37,1523.28,81.22,146.73,6.91,7.82,26.94,-5.587,0.906,579.85,638.1,207.05,30.76,67.52,2,4,7,0,1,1.6,4.8,11.2,0.0,2.4,3,3,6,4,1,2.1,3.3,9.0,7.6,2.3,470.65,832.26,143.58,19.12,57.68
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,1b93371d-65bb-538f-95b6-5487d58fa88b,Daniel Elfadli,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690609.18,1755691734.55,1125.37,1125.37,1564.61,83.42,154.8,6.91,8.25,27.01,-5.587,1.173,595.58,655.41,212.67,31.6,69.35,3,6,4,0,5,2.4,7.2,6.4,0.0,12.0,5,9,2,5,1,3.5,9.9,3.0,9.5,2.3,629.8,538.41,360.34,2.02,34.05
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,ac324a11-03a0-545a-b72d-dd1fafda2231,Daniel Heuer Fernandes,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690609.18,1755691734.55,1125.37,1125.37,1434.7,76.49,130.16,6.91,6.94,26.8,-5.587,1.066,546.13,600.99,195.01,28.97,63.59,9,2,1,5,2,7.2,2.4,1.6,10.0,4.8,3,5,4,3,5,2.1,5.5,6.0,5.7,11.5,514.88,673.82,202.57,39.57,3.86
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,cf2dfcfd-a650-5e79-a319-d89d6914d89a,Emir Sahiti,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690609.18,1755691734.55,1125.37,1125.37,1795.98,95.75,203.97,6.91,10.87,27.38,-5.587,1.706,683.65,752.33,244.12,36.27,79.61,1,3,6,4,1,0.8,3.6,9.6,8.0,2.4,9,5,6,10,2,6.3,5.5,9.0,19.0,4.6,998.13,592.76,72.3,65.53,67.27
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,8f6ccf12-fd6b-5c26-8ff2-04965141ea7e,Fabio Amado Uri Baldé,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690609.18,1755691734.55,1125.37,1125.37,1743.21,92.94,192.16,6.91,10.24,27.3,-5.587,0.8,663.56,730.22,236.95,35.2,77.27,3,7,1,4,1,2.4,8.4,1.6,8.0,2.4,4,1,6,3,1,2.8,1.1,9.0,5.7,2.3,742.01,722.58,243.82,3.39,31.41
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,2f3ec6e8-8ce7-5595-929b-163b72394d2f,Fábio Daniel Ferreira Vieira,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690609.18,1755691734.55,1125.37,1125.37,1474.23,78.6,137.43,6.91,7.33,26.86,-5.587,1.12,561.17,617.55,200.39,29.77,65.35,1,8,5,0,2,0.8,9.6,8.0,0.0,4.8,1,4,1,14,1,0.7,4.4,1.5,26.6,2.3,620.82,668.28,145.36,15.2,24.56
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,a294c09f-5493-5391-8768-b73f08ffa947,Giorgi Gocholeishvili,Training MD-4,c925686a-6022-5c2d-a209-d0171034968f,Rondo 1,rondo,1755690609.18,1755691734.55,1125.37,1125.37,1521.11,81.1,146.31,6.91,7.8,26.94,-5.587,0.906,579.02,637.19,206.76,30.72,67.42,3,1,6,2,5,2.4,1.2,9.6,4.0,12.0,3,4,5,3,2,2.1,4.4,7.5,5.7,4.6,627.22,537.22,211.2,0.35,145.13
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,95ae1904-86c3-52a5-8f2e-d53bbd32162a,Aboubaka Soumahoro,Training MD-4,23baa3b8-bf00-5566-ad18-f431bc468c81,Übungsform Spiel durchs Zentrum,tactical,1755691734.55,1755692916.19,1181.64,1181.64,1729.24,87.81,189.09,6.74,9.6,27.88,-5.485,0.914,362.21,1003.34,255.34,81.94,26.43,2,3,3,8,0,1.6,3.6,4.8,16.0,0.0,3,5,7,2,1,2.1,5.5,10.5,3.8,2.3,246.44,1242.97,131.05,57.56,51.23
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,fc2486f8-7e33-5f3e-abd8-e4c94c90d416,Albert-Mboyo Sambi Lokonga,Training MD-4,23baa3b8-bf00-5566-ad18-f431bc468c81,Übungsform Spiel durchs Zentrum,tactical,1755691734.55,1755692916.19,1181.64,1181.64,1429.63,72.59,129.24,6.74,6.56,27.39,-5.485,0.965,299.45,829.5,211.1,67.74,21.85,1,2,2,2,2,0.8,2.4,3.2,4.0,4.8,2,4,6,2,5,1.4,4.4,9.0,3.8,11.5,197.8,982.79,222.25,12.27,14.52
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,55b9d027-e3db-51ee-8cd4-17064f8ba15f,Alexander Rössing-Lelesiit,Training MD-4,23baa3b8-bf00-5566-ad18-f431bc468c81,Übungsform Spiel durchs Zentrum,tactical,1755691734.55,1755692916.19,1181.64,1181.64,1445.31,73.39,132.09,6.74,6.71,27.41,-5.485,0.66,302.73,838.6,213.41,68.48,22.09,3,5,1,2,1,2.4,6.0,1.6,4.0,2.4,2,5,3,3,0,1.4,5.5,4.5,5.7,0.0,533.4,765.79,112.61,12.34,21.18
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,8e6dd9d6-6a86-5dc0-b865-7b4fcc1a163b,Bakery Jatta,Training MD-4,23baa3b8-bf00-5566-ad18-f431bc468c81,Übungsform Spiel durchs Zentrum,tactical,1755691734.55,1755692916.19,1181.64,1181.64,1585.5,80.51,158.96,6.74,8.07,27.64,-5.485,1.879,332.1,919.93,234.11,75.12,24.23,1,2,2,2,1,0.8,2.4,3.2,4.0,2.4,3,10,6,10,8,2.1,11.0,9.0,19.0,18.4,284.38,922.45,259.07,56.98,62.61
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,1b93371d-65bb-538f-95b6-5487d58fa88b,Daniel Elfadli,Training MD-4,23baa3b8-bf00-5566-ad18-f431bc468c81,Übungsform Spiel durchs Zentrum,tactical,1755691734.55,1755692916.19,1181.64,1181.64,1849.66,93.92,216.34,6.74,10.99,28.08,-5.485,0.711,387.43,1073.21,273.12,87.64,28.27,2,3,7,0,1,1.6,3.6,11.2,0.0,2.4,3,2,6,2,1,2.1,2.2,9.0,3.8,2.3,422.02,883.41,303.1,225.68,15.45
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,ac324a11-03a0-545a-b72d-dd1fafda2231,Daniel Heuer Fernandes,Training MD-4,23baa3b8-bf00-5566-ad18-f431bc468c81,Übungsform Spiel durchs Zentrum,tactical,1755691734.55,1755692916.19,1181.64,1181.64,1585.54,80.51,158.97,6.74,8.07,27.64,-5.485,0.66,332.1,919.96,234.12,75.13,24.23,5,8,3,3,2,4.0,9.6,4.8,6.0,4.8,8,1,2,0,2,5.6,1.1,3.0,0.0,4.6,259.33,959.35,243.92,116.77,6.17
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,cf2dfcfd-a650-5e79-a319-d89d6914d89a,Emir Sahiti,Training MD-4,23baa3b8-bf00-5566-ad18-f431bc468c81,Übungsform Spiel durchs Zentrum,tactical,1755691734.55,1755692916.19,1181.64,1181.64,1584.12,80.44,158.68,6.74,8.06,27.64,-5.485,0.762,331.81,919.13,233.91,75.06,24.21,4,2,1,3,2,3.2,2.4,1.6,6.0,4.8,5,2,1,6,1,3.5,2.2,1.5,11.4,2.3,424.73,996.65,94.23,51.77,16.74
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,8f6ccf12-fd6b-5c26-8ff2-04965141ea7e,Fabio Amado Uri Baldé,Training MD-4,23baa3b8-bf00-5566-ad18-f431bc468c81,Übungsform Spiel durchs Zentrum,tactical,1755691734.55,1755692916.19,1181.64,1181.64,1410.78,71.63,125.86,6.74,6.39,27.35,-5.485,0.711,295.5,818.56,208.31,66.85,21.56,6,2,4,1,1,4.8,2.4,6.4,2.0,2.4,3,2,2,3,4,2.1,2.2,3.0,5.7,9.2,180.54,911.32,271.94,23.65,23.33
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,2f3ec6e8-8ce7-5595-929b-163b72394d2f,Fábio Daniel Ferreira Vieira,Training MD-4,23baa3b8-bf00-5566-ad18-f431bc468c81,Übungsform Spiel durchs Zentrum,tactical,1755691734.55,1755692916.19,1181.64,1181.64,1605.78,81.54,163.05,6.74,8.28,27.68,-5.485,0.559,336.35,931.71,237.11,76.09,24.54,3,4,4,6,8,2.4,4.8,6.4,12.0,19.2,1,3,2,3,2,0.7,3.3,3.0,5.7,4.6,455.69,714.01,164.96,69.09,202.04
df12f821-3655-577f-9015-596a29297cad,20/08/2025,2025-08-20,MD-4,Hamburger SV,a294c09f-5493-5391-8768-b73f08ffa947,Giorgi Gocholeishvili,Training MD-4,23baa3b8-bf00-5566-ad18-f431bc468c81,Übungsform Spiel durchs Zentrum,tactical,1755691734.55,1755692916.19,1181.64,1181.64,1581.8,80.32,158.22,6.74,8.03,27.64,-5.485,0.559,331.32,917.79,233.56,74.95,24.17,0,4,1,4,2,0.0,4.8,1.6,8.0,4.8,2,4,2,1,2,1.4,4.4,3.0,1.9,4.6,247.59,1190.62,47.44,93.59,2.56
14289973-cc4c-56d0-b36d-9648d17f25e9,21/08/2025,2025-08-21,MD-3,Hamburger SV,95ae1904-86c3-52a5-8f2e-d53bbd32162a,Aboubaka Soumahoro,Main Load MD-3,e4c4dbca-2c61-52b0-b60a-80ed1cce8f0d,Aktivierung 2,activation,1755775463.29,1755776309.51,846.22,846.22,1857.78,131.72,211.14,6.2,14.97,25.86,-5.181,0.78,935.26,865.36,53.02,3.79,0.36,2,4,2,0,0,1.6,4.8,3.2,0.0,0.0,1,3,2,2,3,0.7,3.3,3.0,3.8,6.9,819.94,949.77,79.52,0.0,8.54
14289973-cc4c-56d0-b36d-9648d17f25e9,21/08/2025,2025-08-21,MD-3,Hamburger SV,fc2486f8-7e33-5f3e-abd8-e4c94c90d416,Albert-Mboyo Sambi Lokonga,Main Load MD-3,e4c4dbca-2c61-52b0-b60a-80ed1cce8f0d,Aktivierung 2,activation,1755775463.29,1755776309.51,846.22,846.22,1733.46,122.91,183.82,6.2,13.03,25.68,-5.181,0.425,872.67,807.45,49.47,3.53,0.33,3,1,3,0,0,2.4,1.2,4.8,0.0,0.0,1,0,2,2,1,0.7,0.0,3.0,3.8,2.3,602.61,1105.56,25.15,0.0,0.13
14289973-cc4c-56d0-b36d-9648d17f25e9,21/08/2025,2025-08-21,MD-3,Hamburger SV,55b9d027-e3db-51ee-8cd4-17064f8ba15f,Alexander Rössing-Lelesiit,Main Load MD-3,e4c4dbca-2c61-52b0-b60a-80ed1cce8f0d,Aktivierung 2,activation,1755775463.29,1755776309.51,846.22,846.22,1530.6,108.52,143.32,6.2,10.16,25.38,-5.181,0.567,770.54,712.96,43.68,3.12,0.29,0,2,0,1,0,0.0,2.4,0.0,2.0,0.0,1,2,1,3,1,0.7,2.2,1.5,5.7,2.3,535.95,980.79,13.86,0.0,0.0
14289973-cc4c-56d0-b36d-9648d17f25e9,21/08/2025,2025-08-21,MD-3,Hamburger SV,8e6dd9d6-6a86-5dc0-b865-7b4fcc1a163b,Bakery Jatta,Main Load MD-3,e4c4dbca-2c61-52b0-b60a-80ed1cce8f0d,Aktivierung 2,activation,1755775463.29,1755776309.51,846.22,846.22,1673.62,118.67,171.35,6.2,12.15,25.59,-5.181,1.276,842.55,779.58,47.76,3.41,0.32,2,1,3,2,0,1.6,1.2,4.8,4.0,0.0,1,3,9,4,1,0.7,3.3,13.5,7.6,2.3,891.05,723.35,59.22,0.0,0.0
14289973-cc4c-56d0-b36d-9648d17f25e9,21/08/2025,2025-08-21,MD-3,Hamburger SV,1b93371d-65bb-538f-95b6-5487d58fa88b,Daniel Elfadli,Main Load MD-3,e4c4dbca-2c61-52b0-b60a-80ed1cce8f0d,Aktivierung 2,activation,1755775463.29,1755776309.51,846.22,846.22,1560.99,110.68,149.07,6.2,10.57,25.42,-5.181,0.496,785.85,727.12,44.55,3.18,0.3,0,1,1,1,1,0.0,1.2,1.6,2.0,2.4,1,1,1,2,2,0.7,1.1,1.5,3.8,4.6,751.45,764.15,37.89,7.49,0.02
14289973-cc4c-56d0-b36d-9648d17f25e9,21/08/2025,2025-08-21,MD-3,Hamburger SV,ac324a11-03a0-545a-b72d-dd1fafda2231,Daniel Heuer Fernandes,Main Load MD-3,e4c4dbca-2c61-52b0-b60a-80ed1cce8f0d,Aktivierung 2,activation,1755775463.29,1755776309.51,846.22,846.22,1730.19,122.68,183.13,6.2,12.98,25.67,-5.181,0.638,871.03,805.93,49.38,3.53,0.33,1,2,2,1,0,0.8,2.4,3.2,2.0,0.0,2,1,3,2,1,1.4,1.1,4.5,3.8,2.3,991.3,705.93,23.83,9.13,0.0
14289973-cc4c-56d0-b36d-9648d17f25e9,21/08/2025,2025-08-21,MD-3,Hamburger SV,cf2dfcfd-a650-5e79-a319-d89d6914d89a,Emir Sahiti,Main Load MD-3,e4c4dbca-2c61-52b0-b60a-80ed1cce8f0d,Aktivierung 2,activation,1755775463.29,1755776309.51,846.22,846.22,1706.95,121.03,178.25,6.2,12.64,25.64,-5.181,0.709,859.33,795.1,48.71,3.48,0.33,0,0,4,1,1,0.0,0.0,6.4,2.0,2.4,1,5,4,0,0,0.7,5.5,6.0,0.0,0.0,857.36,790.07,59.53,0.0,0.0
14289973-cc4c-56d0-b36d-9648d17f25e9,21/08/2025,2025-08-21,MD-3,Hamburger SV,8f6ccf12-fd6b-5c26-8ff2-04965141ea7e,Fabio Amado Uri Baldé,Main Load MD-3,e4c4dbca-2c61-52b0-b60a-80ed1cce8f0d,Aktivierung 2,activation,1755775463.29,1755776309.51,846.22,846.22,1478.77,104.85,133.78,6.2,9.49,25.3,-5.181,0.425,744.46,688.82,42.2,3.02,0.28,1,3,4,1,0,0.8,3.6,6.4,2.0,0.0,3,0,1,1,1,2.1,0.0,1.5,1.9,2.3,628.86,814.7,35.14,0.03,0.04
14289973-cc4c-56d0-b36d-9648d17f25e9,21/08/2025,2025-08-21,MD-3,Hamburger SV,2f3ec6e8-8ce7-5595-929b-163b72394d2f,Fábio Daniel Ferreira Vieira,Main Load MD-3,e4c4dbca-2c61-52b0-b60a-80ed1cce8f0d,Aktivierung 2,activation,1755775463.29,1755776309.51,846.22,846.22,1482.74,105.13,134.5,6.2,9.54,25.31,-5.181,0.922,746.45,690.67,42.31,3.02,0.28,1,1,2,1,1,0.8,1.2,3.2,2.0,2.4,0,4,2,5,2,0.0,4.4,3.0,9.5,4.6,653.05,810.6,15.53,0.01,3.56
14289973-cc4c-56d0-b36d-9648d17f25e9,21/08/2025,2025-08-21,MD-3,Hamburger SV,a294c09f-5493-5391-8768-b73f08ffa947,Giorgi Gocholeishvili,Main Load MD-3,e4c4dbca-2c61-52b0-b60a-80ed1cce8f0d,Aktivierung 2,activation,1755775463.29,1755776309.51,846.22,846.22,1681.86,119.25,173.04,6.2,12.27,25.6,-5.181,0.425,846.7,783.42,48.0,3.43,0.32,1,1,1,4,1,0.8,1.2,1.6,8.0,2.4,1,1,2,1,1,0.7,1.1,3.0,1.9,2.3,1044.81,626.57,10.36,0.0,0.11
14289973-cc4c-56d0-b36d-9648d17f25e9,21/08/2025,2025-08-21,MD-3,Hamburger SV,95ae1904-86c3-52a5-8f2e-d53bbd32162a,Aboubaka Soumahoro,Main Load MD-3,4c7d12f1-255a-5477-9cd9-e7a70e29f000,Beschleunigungsläufe,athletic,1755776309.51,1755777155.73,846.22,846.22,1854.56,131.5,189.37,7.09,13.43,30.1,-5.587,1.489,721.47,799.96,137.54,151.83,43.76,2,3,2,2,6,1.6,3.6,3.2,4.0,14.4,7,4,5,2,3,4.9,4.4,7.5,3.8,6.9,707.35,878.52,44.55,194.05,30.1
14289973-cc4c-56d0-b36d-9648d17f25e9,21/08/2025,2025-08-21,MD-3,Hamburger SV,fc2486f8-7e33-5f3e-abd8-e4c94c90d416,Albert-Mboyo Sambi Lokonga,Main Load MD-3,4c7d12f1-255a-5477-9cd9-e7a70e29f000,Beschleunigungsläufe,athletic,1755776309.51,1755777155.73,846.22,846.22,1825.64,129.44,183.51,7.09,13.01,30.05,-5.587,1.276,710.22,787.49,135.4,149.46,43.08,2,3,9,2,2,1.6,3.6,14.4,4.0,4.8,1,12,1,2,2,0.7,13.2,1.5,3.8,4.6,727.76,557.72,192.34,296.65,51.18
14289973-cc4c-56d0-b36d-9648d17f25e9,21/08/2025,2025-08-21,MD-3,Hamburger SV,55b9d027-e3db-51ee-8cd4-17064f8ba15f,Alexander Rössing-Lelesiit,Main Load MD-3,4c7d12f1-255a-5477-9cd9-e7a70e29f000,Beschleunigungsläufe,athletic,1755776309.51,1755777155.73,846.22,846.22,1585.79,112.44,138.46,7.09,9.82,29.68,-5.587,0.851,616.91,684.03,117.61,129.83,37.42,3,5,2,2,1,2.4,6.0,3.2,4.0,2.4,1,1,2,4,4,0.7,1.1,3.0,7.6,9.2,650.65,671.44,75.37,184.92,3.41
